canal,nome_video,data_visualizacao,Ano,Mês,Dia,Dia da Semana,Parte do dia,hora
Elcio Coronato,VINGANÇA CONTRA QUEM PARA NA VAGA DE IDOSO | TESTE DO CORONATOElcio Coronato26 de dez. de 2020 17:27:31 BRT,2020-12-26 17:27:31,2020,Dezembro,26,Sábado,Tarde,17
Elcio Coronato,FLAGRANDO GUARDAS DA CET COMETENDO INFRAÇÕESElcio Coronato26 de dez. de 2020 17:19:10 BRT,2020-12-26 17:19:10,2020,Dezembro,26,Sábado,Tarde,17
Elcio Coronato,ROUBANDO O CARRO DO FLANELINHA  | TESTE DO CORONATO - VINGANÇAElcio Coronato26 de dez. de 2020 17:19:06 BRT,2020-12-26 17:19:06,2020,Dezembro,26,Sábado,Tarde,17
Elcio Coronato,RECOLHENDO CONES IRREGULARES #02Elcio Coronato26 de dez. de 2020 17:19:03 BRT,2020-12-26 17:19:03,2020,Dezembro,26,Sábado,Tarde,17
voce no tubo,Teste do Coronato Coronato se nega a pagar por vaga na rua e filma reações dos flanelinhasvoce no tubo26 de dez. de 2020 17:08:54 BRT,2020-12-26 17:08:54,2020,Dezembro,26,Sábado,Tarde,17
Elcio Coronato,MANOBRISTAS LADRÕES | TESTE DO CORONATOElcio Coronato26 de dez. de 2020 16:59:35 BRT,2020-12-26 16:59:35,2020,Dezembro,26,Sábado,Tarde,16
Elcio Coronato,GOLPE DA TROCA DE ÓLEO NO POSTO DE GASOLINA - TESTE DO CORONATOElcio Coronato26 de dez. de 2020 16:48:22 BRT,2020-12-26 16:48:22,2020,Dezembro,26,Sábado,Tarde,16
TV Clube PE,Motorista filma agressão dentro do carroTV Clube PE26 de dez. de 2020 16:46:15 BRT,2020-12-26 16:46:15,2020,Dezembro,26,Sábado,Tarde,16
Motorista 6 Estrelas,3 Motivos Que Me fizeram Desistir da Cornershop! [O 2º é o Pior] | Motorista 6 EstrelasMotorista 6 Estrelas26 de dez. de 2020 16:35:52 BRT,2020-12-26 16:35:52,2020,Dezembro,26,Sábado,Tarde,16
Motorista 6 Estrelas,Olha Quanto eu Fiz! - Meu Primeiro Dia na CornerShop! | Motorista 6 EstrelasMotorista 6 Estrelas26 de dez. de 2020 16:06:31 BRT,2020-12-26 16:06:31,2020,Dezembro,26,Sábado,Tarde,16
Paulistão Sicredi,Corinthians x Palmeiras - Paulista Sub-20Paulistão Sicredi26 de dez. de 2020 16:05:46 BRT,2020-12-26 16:05:46,2020,Dezembro,26,Sábado,Tarde,16
Motorista 6 Estrelas,"A Realidade da CornerShop: Pontos Positivos, Negativos, Estratégias e Dicas De Quem Sabe Faturar!Motorista 6 Estrelas26 de dez. de 2020 16:05:42 BRT",2020-12-26 16:05:42,2020,Dezembro,26,Sábado,Tarde,16
uber do tim,Comparando ganhos da UBER com da cornershopuber do tim26 de dez. de 2020 16:01:01 BRT,2020-12-26 16:01:01,2020,Dezembro,26,Sábado,Tarde,16
"Uber do Marcelo, o Uber fora da curva.","Quanto ganha um Shopper por semana Cornershop?Uber do Marcelo, o Uber fora da curva.26 de dez. de 2020 15:58:49 BRT",2020-12-26 15:58:49,2020,Dezembro,26,Sábado,Tarde,15
Fatos Desconhecidos,"Homem se apaixona perdidamente por uma garota, mas 4 meses depois, ele recebe uma notícia arrasadoraFatos Desconhecidos24 de dez. de 2020 21:15:29 BRT",2020-12-24 21:15:29,2020,Dezembro,24,Quinta-feira,Noite,21
Repórter Ben Mendes,CLIMA ESQUENTOU: CONVERSA FICA TENSA ENTRE CONSUMIDOR E FORNECEDOR EM AGÊNCIA DE VEÍCULOSRepórter Ben Mendes24 de dez. de 2020 21:01:37 BRT,2020-12-24 21:01:37,2020,Dezembro,24,Quinta-feira,Noite,21
Repórter Ben Mendes,"RESULTADO - APÓS MATÉRIA DA RONDA DO CONSUMIDOR, LOJA CUMPRE DIREITO DA CONSUMIDORARepórter Ben Mendes24 de dez. de 2020 21:01:09 BRT",2020-12-24 21:01:09,2020,Dezembro,24,Quinta-feira,Noite,21
Repórter Ben Mendes,QUE FIM TEVE O CASO DA MINHA FAMÍLIA?Repórter Ben Mendes24 de dez. de 2020 20:56:02 BRT,2020-12-24 20:56:02,2020,Dezembro,24,Quinta-feira,Noite,20
Repórter Ben Mendes,PROPRIETÁRIO É PRESO DURANTE REPORTAGEM DA RONDA DO CONSUMIDORRepórter Ben Mendes24 de dez. de 2020 20:49:47 BRT,2020-12-24 20:49:47,2020,Dezembro,24,Quinta-feira,Noite,20
Repórter Ben Mendes,CLÍNICA TERIA PERFURADO INTESTINO DE IDOSA DURANTE PROCEDIMENTORepórter Ben Mendes24 de dez. de 2020 20:46:46 BRT,2020-12-24 20:46:46,2020,Dezembro,24,Quinta-feira,Noite,20
Julia MineGirl,Roblox - ROTINA DE NATAL NO BLOXBURG!Julia MineGirl24 de dez. de 2020 16:29:50 BRT,2020-12-24 16:29:50,2020,Dezembro,24,Quinta-feira,Tarde,16
Band Jornalismo,Empresário mata bandido em mercadinho em MaceióBand Jornalismo24 de dez. de 2020 10:39:39 BRT,2020-12-24 10:39:39,2020,Dezembro,24,Quinta-feira,Manhã,10
Brasil Urgente,Dona de loja atira em bandido que assaltava o marido delaBrasil Urgente24 de dez. de 2020 10:38:24 BRT,2020-12-24 10:38:24,2020,Dezembro,24,Quinta-feira,Manhã,10
Brasil Urgente,Ladrão é atropelado ao tentar assaltar motoristaBrasil Urgente24 de dez. de 2020 10:37:13 BRT,2020-12-24 10:37:13,2020,Dezembro,24,Quinta-feira,Manhã,10
Jornalismo VTV,Motorista joga carro em cima de ladrões para salvar vítimasJornalismo VTV24 de dez. de 2020 10:32:59 BRT,2020-12-24 10:32:59,2020,Dezembro,24,Quinta-feira,Manhã,10
Brasil Urgente,SP: Vítima se arrisca e joga carro pra cima de ladrõesBrasil Urgente24 de dez. de 2020 10:31:40 BRT,2020-12-24 10:31:40,2020,Dezembro,24,Quinta-feira,Manhã,10
SBT Jornalismo,Homem acelera o carro pra cima de bandido que iria assaltá-lo | SBT Notícias (30/11/18)SBT Jornalismo24 de dez. de 2020 10:30:56 BRT,2020-12-24 10:30:56,2020,Dezembro,24,Quinta-feira,Manhã,10
Brasil Urgente,Motorista atropela assaltantesBrasil Urgente24 de dez. de 2020 10:29:33 BRT,2020-12-24 10:29:33,2020,Dezembro,24,Quinta-feira,Manhã,10
Band Jornalismo,SP: Motorista atropela ladrão depois de assaltoBand Jornalismo24 de dez. de 2020 10:28:00 BRT,2020-12-24 10:28:00,2020,Dezembro,24,Quinta-feira,Manhã,10
Segurança Urbana,Tentativa de roubo de carro blindado.Segurança Urbana24 de dez. de 2020 10:27:08 BRT,2020-12-24 10:27:08,2020,Dezembro,24,Quinta-feira,Manhã,10
Johnatan Pássaros,PÁSSAROS QUE TEM O CANTO ESTRANHO.Johnatan Pássaros24 de dez. de 2020 10:26:27 BRT,2020-12-24 10:26:27,2020,Dezembro,24,Quinta-feira,Manhã,10
Amaro Alves,Urutau cantando 27-10-2012Amaro Alves24 de dez. de 2020 10:25:53 BRT,2020-12-24 10:25:53,2020,Dezembro,24,Quinta-feira,Manhã,10
Curso em Vídeo,Primeiro Algoritmo - Curso de Algoritmos #02 - Gustavo GuanabaraCurso em Vídeo23 de dez. de 2020 21:44:57 BRT,2020-12-23 21:44:57,2020,Dezembro,23,Quarta-feira,Noite,21
Lucas Corsato,ROLE DE DOMINGO COM A FAMILIA NO JAPÃOLucas Corsato23 de dez. de 2020 20:45:27 BRT,2020-12-23 20:45:27,2020,Dezembro,23,Quarta-feira,Noite,20
Lucas Corsato,PEDI AJUDA PARA MEU CUNHADOLucas Corsato23 de dez. de 2020 20:44:56 BRT,2020-12-23 20:44:56,2020,Dezembro,23,Quarta-feira,Noite,20
Lucas Corsato,TRABALHO DA MINHA MULHER NO JAPÃOLucas Corsato23 de dez. de 2020 20:42:32 BRT,2020-12-23 20:42:32,2020,Dezembro,23,Quarta-feira,Noite,20
Lucas Corsato,DE BIKE PELAS RUAS DO JAPÃOLucas Corsato23 de dez. de 2020 20:38:23 BRT,2020-12-23 20:38:23,2020,Dezembro,23,Quarta-feira,Noite,20
Lucas Corsato,DESOSSA DE PORCO ELEGANTE NO JAPÃOLucas Corsato23 de dez. de 2020 20:17:56 BRT,2020-12-23 20:17:56,2020,Dezembro,23,Quarta-feira,Noite,20
Nádson Fernando,#1 Recriando interface do Spotify | Time-lapse | React NativeNádson Fernando23 de dez. de 2020 18:34:53 BRT,2020-12-23 18:34:53,2020,Dezembro,23,Quarta-feira,Madrugada,18
Nádson Fernando,#1 Recriando interface do Instagram | Time-lapse | React NativeNádson Fernando23 de dez. de 2020 18:34:08 BRT,2020-12-23 18:34:08,2020,Dezembro,23,Quarta-feira,Madrugada,18
Coding Mind Brasil,Como Fazer Uma Calculadora Simples Em JavaScript & HTMLCoding Mind Brasil23 de dez. de 2020 18:07:04 BRT,2020-12-23 18:07:04,2020,Dezembro,23,Quarta-feira,Madrugada,18
PontoGeek,Como Funciona um Leilão de CentavosPontoGeek22 de dez. de 2020 20:24:28 BRT,2020-12-22 20:24:28,2020,Dezembro,22,Terça-feira,Noite,20
Lance 24h,Como Funciona o Lance 24h?Lance 24h22 de dez. de 2020 20:21:57 BRT,2020-12-22 20:21:57,2020,Dezembro,22,Terça-feira,Noite,20
Marcelo Azeredo - Imóveis,APARTAMENTO COM ELEVADOR PARA CARROS | UM POR ANDAR ALTO LUXO | VICTORIAN LIVING DESIRE | GOIÂNIAMarcelo Azeredo - Imóveis22 de dez. de 2020 09:38:17 BRT,2020-12-22 09:38:17,2020,Dezembro,22,Terça-feira,Manhã,9
Marcelo Azeredo - Imóveis,APARTAMENTO CLÁSSICO LUXUOSO À VENDA NO EDIFÍCIO EXCALIBUR | UM POR ANDAR COM PISCINA | GOIÂNIAMarcelo Azeredo - Imóveis22 de dez. de 2020 09:22:18 BRT,2020-12-22 09:22:18,2020,Dezembro,22,Terça-feira,Manhã,9
Kimberly Koge,Yoshi kills American Ninja Warrior courseKimberly Koge22 de dez. de 2020 08:39:08 BRT,2020-12-22 08:39:08,2020,Dezembro,22,Terça-feira,Manhã,8
AlanZoka No Context,ALAN BÊBADO - Alanzoka StoryAlanZoka No Context22 de dez. de 2020 08:39:06 BRT,2020-12-22 08:39:06,2020,Dezembro,22,Terça-feira,Manhã,8
PREGADOR LUO,Live Pregador Luo e Ao Cubo 22.08.2020PREGADOR LUO22 de dez. de 2020 08:38:51 BRT,2020-12-22 08:38:51,2020,Dezembro,22,Terça-feira,Manhã,8
Maurico Florencio,Neymar com Bruna marquezine na praia.Maurico Florencio22 de dez. de 2020 08:38:34 BRT,2020-12-22 08:38:34,2020,Dezembro,22,Terça-feira,Manhã,8
GUIDO ϟ,MC POZE DO RODO E KEVIN O CHRIS MOSTRA GRAVAÇÃO DO CLIPE DA MÚSICA PUXANDO LANÇA NO BARCO CHEIO DE PGUIDO ϟ22 de dez. de 2020 08:37:44 BRT,2020-12-22 08:37:44,2020,Dezembro,22,Terça-feira,Manhã,8
Vagne Santos,Atirador de EliteVagne Santos22 de dez. de 2020 08:36:02 BRT,2020-12-22 08:36:02,2020,Dezembro,22,Terça-feira,Manhã,8
Corvo Kujoh,kakyoin in MinecraftCorvo Kujoh22 de dez. de 2020 08:35:57 BRT,2020-12-22 08:35:57,2020,Dezembro,22,Terça-feira,Manhã,8
codinome22,Guerra do tráfico no Jardim Catarinacodinome2222 de dez. de 2020 08:35:22 BRT,2020-12-22 08:35:22,2020,Dezembro,22,Terça-feira,Manhã,8
NossaCara Oficial,Avião da Gol arremete para não colidir com aeronave da Azul em Fernando de NoronhaNossaCara Oficial22 de dez. de 2020 08:34:50 BRT,2020-12-22 08:34:50,2020,Dezembro,22,Terça-feira,Manhã,8
Alex Ramos,"Por favor, GabigolAlex Ramos22 de dez. de 2020 08:33:38 BRT",2020-12-22 08:33:38,2020,Dezembro,22,Terça-feira,Manhã,8
Zed Hawker,Bill Morgan - $250000 winner via scratch card while filming in australiaZed Hawker22 de dez. de 2020 08:31:12 BRT,2020-12-22 08:31:12,2020,Dezembro,22,Terça-feira,Manhã,8
MONTEIRO GOLS,GABIGOL XINGA O JUIZ E É EXPULSO - FLAMENGO X BAHIA 2020 BRASILEIRÃOMONTEIRO GOLS21 de dez. de 2020 00:04:39 BRT,2020-12-21 00:04:39,2020,Dezembro,21,Segunda-feira,Madrugada,0
Jovem Pan Esportes,"""Sobre a postura do Mano Menezes... "" VEJA o que Rogério Ceni falou após RACISMO a Gerson!Jovem Pan Esportes21 de dez. de 2020 00:00:13 BRT",2020-12-21 00:00:13,2020,Dezembro,21,Segunda-feira,Madrugada,0
Jovem Pan Esportes,"Áudio VAZOU, e OLHA o que Mano Menezes falou a Gerson após RACISMO em Flamengo x Bahia!Jovem Pan Esportes20 de dez. de 2020 23:57:50 BRT",2020-12-20 23:57:50,2020,Dezembro,20,Domingo,Madrugada,23
TNT Sports Brasil,GERSON ACUSA RAMIREZ DE RACISMO EM FLAMENGO X BAHIA! ENTENDA TODO O CASO!TNT Sports Brasil20 de dez. de 2020 23:57:10 BRT,2020-12-20 23:57:10,2020,Dezembro,20,Domingo,Madrugada,23
TNT Sports Brasil,MANO DEMITIDO E A ACUSAÇÃO DE RACISMO EM FLAMENGO X BAHIA! TUDO SOBRE A RODADA - ÚLTIMO LANCETNT Sports Brasil20 de dez. de 2020 23:55:08 BRT,2020-12-20 23:55:08,2020,Dezembro,20,Domingo,Madrugada,23
Curso em Vídeo,Primeiro Algoritmo - Curso de Algoritmos #02 - Gustavo GuanabaraCurso em Vídeo20 de dez. de 2020 20:11:56 BRT,2020-12-20 20:11:56,2020,Dezembro,20,Domingo,Noite,20
Curso em Vídeo,Introdução a Algoritmos - Curso de Algoritmos #01 - Gustavo GuanabaraCurso em Vídeo20 de dez. de 2020 19:37:31 BRT,2020-12-20 19:37:31,2020,Dezembro,20,Domingo,Noite,19
Você Sabia?,GRAVAÇÃO MISTERIOSA DA CAIXA PRETA DO VOO MALAYSIA !!Você Sabia?20 de dez. de 2020 17:23:14 BRT,2020-12-20 17:23:14,2020,Dezembro,20,Domingo,Tarde,17
Curso em Vídeo,Curso de Java #01 - História do Java - Gustavo GuanabaraCurso em Vídeo20 de dez. de 2020 13:57:11 BRT,2020-12-20 13:57:11,2020,Dezembro,20,Domingo,Tarde,13
Google Brasil,"Trilhões de Perguntas, Nenhuma Resposta Fácil: Um filme sobre como funciona a Busca do GoogleGoogle Brasil20 de dez. de 2020 13:26:40 BRT",2020-12-20 13:26:40,2020,Dezembro,20,Domingo,Tarde,13
Universo Curioso,1 grama desse material vale R$18 Trilhões!Universo Curioso20 de dez. de 2020 13:12:45 BRT,2020-12-20 13:12:45,2020,Dezembro,20,Domingo,Tarde,13
Flow Podcast,DIOGO DEFANTE - Flow Podcast #184Flow Podcast19 de dez. de 2020 20:20:45 BRT,2020-12-19 20:20:45,2020,Dezembro,19,Sábado,Noite,20
Drinks Now Oficial,Drinks com gin - Gin tônica com MaracujáDrinks Now Oficial19 de dez. de 2020 19:13:43 BRT,2020-12-19 19:13:43,2020,Dezembro,19,Sábado,Noite,19
Marcelli Rosa,Moto Moto - Eu gosto mais é das cheionas em português! - Filme Madagascar 2Marcelli Rosa19 de dez. de 2020 16:12:26 BRT,2020-12-19 16:12:26,2020,Dezembro,19,Sábado,Tarde,16
Mariana Nolasco,Anunciação | Mariana Nolasco Sessions #3Mariana Nolasco19 de dez. de 2020 13:40:45 BRT,2020-12-19 13:40:45,2020,Dezembro,19,Sábado,Tarde,13
Bruno e Marrone,Bruno & Marrone e Wesley Safadão - Último BeijoBruno e Marrone19 de dez. de 2020 00:48:35 BRT,2020-12-19 00:48:35,2020,Dezembro,19,Sábado,Madrugada,0
DiegoEVictorHugoVEVO,"Diego & Victor Hugo, Bruno & Marrone - Facas (Ao Vivo)DiegoEVictorHugoVEVO19 de dez. de 2020 00:44:03 BRT",2020-12-19 00:44:03,2020,Dezembro,19,Sábado,Madrugada,0
pagmaquinas,PIX Como Funciona ? - Testei Na PRÁTICA -  ENTENDA TUDO #pixpagmaquinas16 de dez. de 2020 12:33:56 BRT,2020-12-16 12:33:56,2020,Dezembro,16,Quarta-feira,Tarde,12
Teteu Tutors,Como FAZER UMA TRANSFERENCIA PIX pelo PAGBANK!Teteu Tutors16 de dez. de 2020 12:26:54 BRT,2020-12-16 12:26:54,2020,Dezembro,16,Quarta-feira,Tarde,12
Clube do Design,Animação de Texto no After EffectsClube do Design14 de dez. de 2020 23:54:03 BRT,2020-12-14 23:54:03,2020,Dezembro,14,Segunda-feira,Madrugada,23
A Fazenda,Time de Stéfani vence o time de Lidi na primeira rodada do quinto desafio | A Fazenda 12A Fazenda13 de dez. de 2020 21:58:57 BRT,2020-12-13 21:58:57,2020,Dezembro,13,Domingo,Noite,21
A Fazenda,Time de Lipe vence o time de Biel na última rodada do quinto desafio | A Fazenda 12A Fazenda13 de dez. de 2020 21:55:05 BRT,2020-12-13 21:55:05,2020,Dezembro,13,Domingo,Noite,21
A Fazenda,Time Lipe vence a Prova Especial da temporada | A Fazenda 12A Fazenda13 de dez. de 2020 21:48:48 BRT,2020-12-13 21:48:48,2020,Dezembro,13,Domingo,Noite,21
A Fazenda,Time de Lipe vence o time de Tays na última rodada do quarto desafio | A Fazenda 12A Fazenda13 de dez. de 2020 21:39:25 BRT,2020-12-13 21:39:25,2020,Dezembro,13,Domingo,Noite,21
A Fazenda,Time de Jojo vence o time de Tays em mais uma rodada do quinto desafio | A Fazenda 12A Fazenda13 de dez. de 2020 21:35:02 BRT,2020-12-13 21:35:02,2020,Dezembro,13,Domingo,Noite,21
A Fazenda,Peões escolhem seus trios para última prova da temporada e duas peoas sobram I A Fazenda 12A Fazenda13 de dez. de 2020 21:25:59 BRT,2020-12-13 21:25:59,2020,Dezembro,13,Domingo,Noite,21
A Fazenda,"Muitos sorrisos e abraços, no reencontro dos peões com os eliminados da edição I A Fazenda 12A Fazenda13 de dez. de 2020 21:22:19 BRT",2020-12-13 21:22:19,2020,Dezembro,13,Domingo,Noite,21
Regis moto car,Amortecedor do porta mala quebrado ?Regis moto car13 de dez. de 2020 20:43:48 BRT,2020-12-13 20:43:48,2020,Dezembro,13,Domingo,Noite,20
luiz alberto de oliveira nunes Nunes,TAMPA DO PORTA MALAS NÃO PARA ABERTAluiz alberto de oliveira nunes Nunes13 de dez. de 2020 14:04:50 BRT,2020-12-13 14:04:50,2020,Dezembro,13,Domingo,Tarde,14
iFood para Entregadores,Viver é te fazer sorrir com a entrega premiada!iFood para Entregadores11 de dez. de 2020 19:02:56 BRT,2020-12-11 19:02:56,2020,Dezembro,11,Sexta-feira,Noite,19
O Clubista,O ÚLTIMO GOL MARCADO NA CARREIRA POR GRANDES JOGADORESO Clubista11 de dez. de 2020 13:11:33 BRT,2020-12-11 13:11:33,2020,Dezembro,11,Sexta-feira,Tarde,13
A Fazenda,Peões ficam chateados após comunicado sobre os animais da sede | A Fazenda 12A Fazenda11 de dez. de 2020 11:42:19 BRT,2020-12-11 11:42:19,2020,Dezembro,11,Sexta-feira,Manhã,11
Embusca digital,Como Conectar o Google Adsense a Seu Site Wix ( Atualizado)Embusca digital11 de dez. de 2020 00:30:52 BRT,2020-12-11 00:30:52,2020,Dezembro,11,Sexta-feira,Madrugada,0
Meu Negócio,Como por o Google Adsense no seu site Wix e ganhar dinheiro.Meu Negócio11 de dez. de 2020 00:26:28 BRT,2020-12-11 00:26:28,2020,Dezembro,11,Sexta-feira,Madrugada,0
SonyTutoriais,Como adicionar Anuncio Google Adsense no seu Site WixSonyTutoriais11 de dez. de 2020 00:08:46 BRT,2020-12-11 00:08:46,2020,Dezembro,11,Sexta-feira,Madrugada,0
A Fazenda,Superação! Stéfani vence Jojo na última do Prova do Fazendeiro I A Fazenda 12A Fazenda10 de dez. de 2020 20:19:48 BRT,2020-12-10 20:19:48,2020,Dezembro,10,Quinta-feira,Noite,20
A Fazenda,Stéfani volta para sede como a última Fazendeira desta temporada I A Fazenda 12A Fazenda10 de dez. de 2020 20:17:31 BRT,2020-12-10 20:17:31,2020,Dezembro,10,Quinta-feira,Noite,20
Canal 90,REFORMAS DA TV QUE DERAM ERRADO! #3Canal 9010 de dez. de 2020 19:42:31 BRT,2020-12-10 19:42:31,2020,Dezembro,10,Quinta-feira,Noite,19
MuuhPro,FIFA 21- GAMEPLAY NA NOVA GERAÇÃO! (PS5/Xbox Serie X)MuuhPro10 de dez. de 2020 19:30:38 BRT,2020-12-10 19:30:38,2020,Dezembro,10,Quinta-feira,Noite,19
Canal 90,AS MAIORES TRETAS DE BASTIDORES DA TV! #3Canal 9010 de dez. de 2020 19:24:00 BRT,2020-12-10 19:24:00,2020,Dezembro,10,Quinta-feira,Noite,19
Motoboy de 5 Dígitos,[Entregas da Rappi]Como funciona?Tire suas duvidas...(18/12)Motoboy de 5 Dígitos9 de dez. de 2020 10:24:25 BRT,2020-12-09 10:24:25,2020,Dezembro,9,Quarta-feira,Manhã,10
Marquinhos Transportes,RAPPI - FAZENDO ENTREGAS COM MEU CARRO DE PASSEIOMarquinhos Transportes9 de dez. de 2020 10:20:15 BRT,2020-12-09 10:20:15,2020,Dezembro,9,Quarta-feira,Manhã,10
Prime Vídeos,Solução: Problema de Conexão com a Internet - TV BoxPrime Vídeos8 de dez. de 2020 23:02:35 BRT,2020-12-08 23:02:35,2020,Dezembro,8,Terça-feira,Madrugada,23
HenriqueTutoriais,RESOLVENDO O PROBLEMA DE CONEXÃO COM A REDE TV BOXHenriqueTutoriais8 de dez. de 2020 23:01:14 BRT,2020-12-08 23:01:14,2020,Dezembro,8,Terça-feira,Madrugada,23
Carlos Everton Canalcel,NÃO FUNCIONA WI FI E NÃO FUNCIONA ENTRADA DE INTERNET NO MXQCarlos Everton Canalcel8 de dez. de 2020 22:36:36 BRT,2020-12-08 22:36:36,2020,Dezembro,8,Terça-feira,Noite,22
Prime Vídeos,Resolvendo o Problema de Conexão com a Rede - TV BOX MXQ-4KPrime Vídeos8 de dez. de 2020 22:33:11 BRT,2020-12-08 22:33:11,2020,Dezembro,8,Terça-feira,Noite,22
FutParódias,"♫ E AÍ, QUAL VAI SER? ROBÔ ou o ET? I Paródia Amor ou Litrão - Petter Ferraz e Menor NicoFutParódias8 de dez. de 2020 22:26:41 BRT",2020-12-08 22:26:41,2020,Dezembro,8,Terça-feira,Noite,22
TNT Sports Brasil,JOGO DA CHAMPIONS LEAGUE É PARALISADO POR RACISMO DO QUARTO ÁRBITRO! VEJA AS IMAGENS!TNT Sports Brasil8 de dez. de 2020 20:24:25 BRT,2020-12-08 20:24:25,2020,Dezembro,8,Terça-feira,Noite,20
TNT Sports Brasil,NEYMAR E MBAPPE SE POSICIONAM E TOMAM ATITUDE FANTÁSTICA APÓS ATO DE RACISMO!TNT Sports Brasil8 de dez. de 2020 20:23:48 BRT,2020-12-08 20:23:48,2020,Dezembro,8,Terça-feira,Noite,20
resenhahardcore2013,20130716 111858resenhahardcore20138 de dez. de 2020 20:17:48 BRT,2020-12-08 20:17:48,2020,Dezembro,8,Terça-feira,Noite,20
Menininha Liz,O dia daquele Mamãe que amamentaMenininha Liz8 de dez. de 2020 20:17:45 BRT,2020-12-08 20:17:45,2020,Dezembro,8,Terça-feira,Noite,20
Julia MineGirl,Roblox - BATALHA DE DECORAÇÃO EM FAMÍLIA (Terio)Julia MineGirl7 de dez. de 2020 19:05:23 BRT,2020-12-07 19:05:23,2020,Dezembro,7,Segunda-feira,Noite,19
Julia MineGirl,Roblox - ESCONDIDA NA PIA DA COZINHA (Murder Mystery 2)Julia MineGirl7 de dez. de 2020 18:54:18 BRT,2020-12-07 18:54:18,2020,Dezembro,7,Segunda-feira,Madrugada,18
Eletrônica e Programação,Criando um jogo com Python #7 - ColisãoEletrônica e Programação6 de dez. de 2020 21:40:37 BRT,2020-12-06 21:40:37,2020,Dezembro,6,Domingo,Noite,21
Eletrônica e Programação,Criando um jogo com Python #4 - Fazendo os carros aparecer aleatóriamenteEletrônica e Programação6 de dez. de 2020 21:40:09 BRT,2020-12-06 21:40:09,2020,Dezembro,6,Domingo,Noite,21
Eletrônica e Programação,Criando um jogo com Python #1- Tela e movimentação do objetoEletrônica e Programação6 de dez. de 2020 21:30:03 BRT,2020-12-06 21:30:03,2020,Dezembro,6,Domingo,Noite,21
Canal TDC,Criando App Com Python Parte 2 JanelaCanal TDC6 de dez. de 2020 21:29:21 BRT,2020-12-06 21:29:21,2020,Dezembro,6,Domingo,Noite,21
Curso em Vídeo,Curso de Java #01 - História do Java - Gustavo GuanabaraCurso em Vídeo6 de dez. de 2020 21:28:36 BRT,2020-12-06 21:28:36,2020,Dezembro,6,Domingo,Noite,21
Curso em Vídeo,Curso de Java #02 - Como Funciona o Java - Gustavo GuanabaraCurso em Vídeo6 de dez. de 2020 21:28:19 BRT,2020-12-06 21:28:19,2020,Dezembro,6,Domingo,Noite,21
Curso em Vídeo,Curso de Java #04 - Primeiro Programa em Java - Gustavo GuanabaraCurso em Vídeo6 de dez. de 2020 21:27:45 BRT,2020-12-06 21:27:45,2020,Dezembro,6,Domingo,Noite,21
Curso em Vídeo,Curso Python #08 - Utilizando MódulosCurso em Vídeo6 de dez. de 2020 21:27:20 BRT,2020-12-06 21:27:20,2020,Dezembro,6,Domingo,Noite,21
Curso em Vídeo,Curso Python #07 - Operadores AritméticosCurso em Vídeo6 de dez. de 2020 21:26:52 BRT,2020-12-06 21:26:52,2020,Dezembro,6,Domingo,Noite,21
Curso em Vídeo,Curso Python #06 - Tipos Primitivos e Saída de DadosCurso em Vídeo6 de dez. de 2020 21:26:39 BRT,2020-12-06 21:26:39,2020,Dezembro,6,Domingo,Noite,21
Curso em Vídeo,Curso Python #04 - Primeiros comandos em Python3Curso em Vídeo6 de dez. de 2020 21:26:24 BRT,2020-12-06 21:26:24,2020,Dezembro,6,Domingo,Noite,21
Curso em Vídeo,Curso Python #01 - Seja um ProgramadorCurso em Vídeo6 de dez. de 2020 21:25:06 BRT,2020-12-06 21:25:06,2020,Dezembro,6,Domingo,Noite,21
Curso em Vídeo,Curso Python #16 - TuplasCurso em Vídeo6 de dez. de 2020 21:21:09 BRT,2020-12-06 21:21:09,2020,Dezembro,6,Domingo,Noite,21
Curso em Vídeo,Curso Python #05 - Instalando o PyCharm e o QPython3Curso em Vídeo6 de dez. de 2020 20:03:01 BRT,2020-12-06 20:03:01,2020,Dezembro,6,Domingo,Noite,20
Curso em Vídeo,Curso Python #03 - Instalando o Python3 e o IDLECurso em Vídeo6 de dez. de 2020 17:34:12 BRT,2020-12-06 17:34:12,2020,Dezembro,6,Domingo,Tarde,17
Curso em Vídeo,Curso Python #02 - Para que serve o Python?Curso em Vídeo6 de dez. de 2020 13:44:01 BRT,2020-12-06 13:44:01,2020,Dezembro,6,Domingo,Tarde,13
Paulo França,Cálculo do IMC - JAVAPaulo França6 de dez. de 2020 12:47:18 BRT,2020-12-06 12:47:18,2020,Dezembro,6,Domingo,Tarde,12
InfoFut,Aula 1 - Criando Tela Login e Tela Principal Em JavaInfoFut6 de dez. de 2020 12:47:00 BRT,2020-12-06 12:47:00,2020,Dezembro,6,Domingo,Tarde,12
